  206.284  1.850E-06
  213.362  1.064E-07
  213.383  5.457E-08
  214.913  1.424E-10
  216.224  2.135E-06
  229.134  3.445E-05
  238.179  2.384E-04
  238.858  2.582E-04
  254.858  3.324E-03
  269.490  8.846E-02
  274.269  2.921E-02
  277.170  7.434E-02
  281.795  1.189E-02
  282.425  2.408E-01
  287.352  2.700E-01
  288.678  1.946E-01
  289.510  1.536E-02
  289.629  2.771E-02
  292.816  2.754E-02
  294.464  8.889E-06
  295.376  1.199E-01
  296.407  1.833E-01
  298.802  1.308E-01
  300.153  1.644E-07
  303.092  1.079E-02
  304.577  2.878E-02
  305.635  1.937E-02
  312.169  1.228E-01
  312.712  1.511E-02
  312.733  5.011E-03
  313.313  2.629E-02
  315.180  1.183E-02
  316.723  3.204E-02
  317.511  1.710E-01
  326.803  4.157E-03
  328.235  2.794E-02
  334.481  6.609E-05
  337.528  2.466E-02
  338.209  2.456E-02
  393.813  2.486E-02
  399.254  1.248E-02
